date	1	2	3	4	5
2017-04-26	0.100000008	1.400000016	1.299999912	2.59999992	1.400000016
2017-04-27	0	0	0	0	0
2017-04-28	0	0	0	0	0
2017-04-29	1.000000032	0	0	0	0
2017-04-30	0.3	0	0	0	0
2017-05-01	0.100000008	2.90000016	3	2.1	2.90000016
2017-05-02	0.700000008	0	0.100000008	0.200000016	0
2017-05-03	0	0	0	0	0
2017-05-04	36.7999992	40.6999992	36.4000032	41.2000008	40.6999992
2017-05-05	0.200000016	0	0	0	0
2017-05-06	0.200000016	0	0.3	0	0
2017-05-07	0.200000016	0	0	0	0
2017-05-08	4.00000008	8.49999984	7.80000048	6.6	8.49999984
2017-05-09	0.200000016	0	0.200000016	0	0
2017-05-10	0	0	0	0	0
2017-05-11	0	0.3	1.100000016	3.70000008	0.3
2017-05-12	5.1999996	5.09999976	4.30000008	6.9	5.09999976
2017-05-13	0	0	0	0	0
2017-05-14	8.29999992	26.2000008	10.1000004	10.69999992	26.2000008
2017-05-15	0	0	0.200000016	0.3	0
2017-05-16	0.100000008	0	0	0	0
2017-05-17	0	0	0	0	0
2017-05-18	0	0	0	0	0
2017-05-19	0	0	0	0	0
2017-05-20	0	0	0	0	0
2017-05-21	0	0	0	0	0
2017-05-22	0	0	0.400000032	23.10000096	0
2017-05-23	21.7999992	27.1999992	17.10000096	1.400000016	27.1999992
2017-05-24	0.100000008	0	0	0.3	0
2017-05-25	0	0	0	0.100000008	0
2017-05-26	0	0	0	0.200000016	0
2017-05-27	0	0	0	0	0
2017-05-28	0	0	0	0.100000008	0
2017-05-29	0	0	0	0	0
2017-05-30	0	0	0	0	0
2017-05-31	0	0	0	0	0
2017-06-01	0	0	0	0	0
2017-06-02	0	0	0	0	0
2017-06-03	0	0	0	0	0
2017-06-04	0	0	0	0	0
2017-06-05	6.9	15.60000096	24.4000008	0	15.60000096
2017-06-06	1.299999912	0.6	0.3	0	0.6
2017-06-07	0	0	0	0	0
2017-06-08	0	0	0	0	0
2017-06-09	0	0	0	0	0
2017-06-10	22.8999996	33.2999976	48.9000024	1.400000016	33.2999976
2017-06-11	0.400000032	0	0.400000032	0.100000008	0
2017-06-12	0	0	0	0	0
2017-06-13	0	0	0	0	0
2017-06-14	0	0	0	0	0
2017-06-15	0	0	0	0	0
2017-06-16	0	0	0	0	0
2017-06-17	0	1.60000008	0	0	1.60000008
2017-06-18	0	0	0	0	0
2017-06-19	0	0	0	0	0
2017-06-20	0	0	0	0	0
2017-06-21	0	0	0	0	0
2017-06-22	0	0	0	0	0
2017-06-23	0	0.80000004	0	0.100000008	0.80000004
2017-06-24	0	0	0	0	0
2017-06-25	0	0	0	0	0
2017-06-26	0	0	0	0.100000008	0
2017-06-27	0	0	0	0	0
2017-06-28	0	0.80000004	0	0	0.80000004
2017-06-29	0	0	0	0	0
2017-06-30	0	5.80000008	9.30000048	10.3999992	5.80000008
2017-07-01	2.000000064	2.90000016	3.90000024	6	2.90000016
2017-07-02	11.00000016	11.29999992	11.49999984	12.09999984	11.29999992
2017-07-03	1.2	3.79999992	0.400000032	1.000000032	3.79999992
2017-07-04	0.200000016	0	0	0	0
2017-07-05	0	0.80000004	0.200000016	0.400000032	0.80000004
2017-07-06	0	0	0.100000008	0.200000016	0
2017-07-07	10.1000004	2.499999936	3.20000016	2.20000008	2.499999936
2017-07-08	0	0.899999952	0	0.100000008	0.899999952
2017-07-09	7.69999992	2.59999992	8.00000016	10.3999992	2.59999992
2017-07-10	12.4999992	3.40000008	27.7000008	67.0999992	3.40000008
2017-07-11	0.100000008	0	0	0	0
2017-07-12	0	0	0	0	0
2017-07-13	0	0.80000004	0	0	0.80000004
2017-07-14	0	0.80000004	0.500000016	0.3	0.80000004
2017-07-15	0	0.80000004	0	0	0.80000004
2017-07-16	0.100000008	0.80000004	0	0	0.80000004
2017-07-17	0	0.80000004	0	0	0.80000004
2017-07-18	0	0	0	0	0
2017-07-19	0	0	0	0	0
2017-07-20	0	0	0	0	0
2017-07-21	0	0	0	0	0
2017-07-22	0	0	0	0	0
2017-07-23	0	0	0	0	0
2017-07-24	0	0	0	0	0
2017-07-25	0	0	0	0	0
2017-07-26	0	0	0	0	0
2017-07-27	0	0.80000004	0	0	0.80000004
2017-07-28	0	0	0	0	0
2017-07-29	0	0	0	0	0
2017-07-30	0	0	0.200000016	0	0
2017-07-31	1.299999912	0	0.100000008	0.100000008	0
2017-08-01	0	0.80000004	0	0.400000032	0.80000004
2017-08-02	0	0	3.20000016	8.20000008	0
2017-08-03	14.19999936	10.6000008	23.39999904	37.5	10.6000008
2017-08-04	0	0	0	0	0
2017-08-05	5.80000008	0	0	0	0
2017-08-06	0.500000016	0	0	0	0
2017-08-07	0.200000016	0	8.00000016	1.69999992	0
2017-08-08	0.899999952	25.6999992	69.1999968	61.7000016	25.6999992
2017-08-09	17.39999904	0.200000016	19.2	19.8999996	0.200000016
2017-08-10	0.3	0	0	0	0
2017-08-11	0.3	0	0	0	0
2017-08-12	4.90000008	0	11.20000008	16.2	0
2017-08-13	1.69999992	0.100000008	5.50000008	16.5	0.100000008
2017-08-14	0.899999952	0.80000004	3.09999984	4.5	0.80000004
2017-08-15	0.200000016	0.80000004	0.100000008	0	0.80000004
2017-08-16	0.899999952	2.1	0.6	8.8999992	2.1
